"","Poll","Date","Sample","Favorable","Unfavorable","Spread","poll_date","candidate","gain","net"
"1321","Rasmussen ReportsRasmussen","3/16 - 3/17","1000 LV",48,49,"-1",2015-03-17,"Clinton",-1.03092783505155,-1
"1331","The Economist/YouGovEconomist","3/14 - 3/16","1000 A",47,48,"-1",2015-03-15,"Clinton",-1.05263157894737,-1
"134","CNN/Opinion ResearchCNN/ORC","3/13 - 3/15","1009 A",53,44,"+9",2015-03-14,"Clinton",9.27835051546392,9
"135","GallupGallup","3/2 - 3/4","1522 A",50,39,"+11",2015-03-03,"Clinton",12.3595505617978,11
"136","The Economist/YouGovEconomist","2/28 - 3/2","1000 A",52,44,"+8",2015-02-28,"Clinton",8.33333333333333,8
"137","QuinnipiacQuinnipiac","2/26 - 3/2","1286 RV",48,45,"+3",2015-02-26,"Clinton",3.2258064516129,3
"138","The Economist/YouGovEconomist","2/21 - 2/23","1000 A",48,46,"+2",2015-02-21,"Clinton",2.12765957446809,2
"139","PPP (D)PPP (D)","2/20 - 2/22","691 RV",45,47,"-2",2015-02-20,"Clinton",-2.17391304347826,-2
"140","The Economist/YouGovEconomist","2/14 - 2/16","1000 A",48,45,"+3",2015-02-14,"Clinton",3.2258064516129,3
"1411","The Economist/YouGovEconomist","2/7 - 2/9","1000 A",50,46,"+4",2015-02-07,"Clinton",4.16666666666667,4
"1421","The Economist/YouGovEconomist","1/31 - 2/2","1000 A",47,45,"+2",2015-01-31,"Clinton",2.17391304347826,2
"1431","The Economist/YouGovEconomist","1/24 - 1/26","1000 A",48,45,"+3",2015-01-24,"Clinton",3.2258064516129,3
"144","The Economist/YouGovEconomist","1/17 - 1/19","1000 A",47,45,"+2",2015-01-17,"Clinton",2.17391304347826,2
"145","The Economist/YouGovEconomist","1/10 - 1/12","1000 A",48,45,"+3",2015-01-10,"Clinton",3.2258064516129,3
"146","The Economist/YouGovEconomist","1/3 - 1/5","1000 A",46,46,"Tie",2015-01-03,"Clinton",0,0
"147","The Economist/YouGovEconomist","12/27 - 12/29","1000 A",46,48,"-2",2014-12-28,"Clinton",-2.12765957446809,-2
"218","The Economist/YouGovThe Economist/YouGov","5/6 - 5/8","2000 A",29,58,"-29",2016-05-06,"Cruz",-33.3333333333333,-29
"318","CNN/ORCCNN/ORC","4/28 - 5/1","1001 A",35,53,"-18",2016-04-28,"Cruz",-20.4545454545455,-18
"418","IBD/TIPPIBD/TIPP","4/22 - 4/28","903 A",33,58,"-25",2016-04-22,"Cruz",-27.4725274725275,-25
"518","The Economist/YouGovThe Economist/YouGov","4/22 - 4/26","2000 A",31,59,"-28",2016-04-22,"Cruz",-31.1111111111111,-28
"618","USA Today/SuffolkUSA Today/Suffolk","4/20 - 4/24","1000 LV",26,58,"-32",2016-04-20,"Cruz",-38.0952380952381,-32
"716","GWU/BattlegroundGWU/Battleground","4/17 - 4/20","1000 LV",35,55,"-20",2016-04-17,"Cruz",-22.2222222222222,-20
"815","NBC News/Wall St. JrnlNBC News/Wall St. Jrnl","4/10 - 4/14","1000 RV",26,49,"-23",2016-04-10,"Cruz",-30.6666666666667,-23
"912","CBS NewsCBS News","4/8 - 4/12","1320 A",22,48,"-26",2016-04-08,"Cruz",-37.1428571428571,-26
"1012","The Economist/YouGovThe Economist/YouGov","4/8 - 4/11","2000 A",34,55,"-21",2016-04-08,"Cruz",-23.5955056179775,-21
"1112","ABC News/Wash PostABC News/Wash Post","4/6 - 4/10","1010 A",36,53,"-17",2016-04-06,"Cruz",-19.1011235955056,-17
"1212","Associated Press-GfKAssociated Press-GfK","3/31 - 4/4","1076 A",26,59,"-33",2016-03-31,"Cruz",-38.8235294117647,-33
"1312","The Atlantic/PRRIThe Atlantic/PRRI","3/30 - 4/3","2033 A",29,57,"-28",2016-03-30,"Cruz",-32.5581395348837,-28
"149","The Economist/YouGovThe Economist/YouGov","3/26 - 3/29","2000 A",32,57,"-25",2016-03-26,"Cruz",-28.0898876404494,-25
"155","PPP (D)PPP (D)","3/24 - 3/26","1083 RV",30,58,"-28",2016-03-24,"Cruz",-31.8181818181818,-28
"165","FOX NewsFOX News","3/20 - 3/22","1016 RV",36,53,"-17",2016-03-20,"Cruz",-19.1011235955056,-17
"175","BloombergBloomberg","3/19 - 3/22","1000 A",32,55,"-23",2016-03-19,"Cruz",-26.4367816091954,-23
"185","QuinnipiacQuinnipiac","3/16 - 3/21","1451 RV",32,47,"-15",2016-03-16,"Cruz",-18.9873417721519,-15
"195","CNN/ORCCNN/ORC","3/17 - 3/20","1001 A",34,54,"-20",2016-03-17,"Cruz",-22.7272727272727,-20
"205","MonmouthMonmouth","3/17 - 3/20","848 RV",37,43,"-6",2016-03-17,"Cruz",-7.5,-6
"219","The Economist/YouGovThe Economist/YouGov","3/10 - 3/12","2000 A",32,55,"-23",2016-03-10,"Cruz",-26.4367816091954,-23
"225","ABC News/Wash PostABC News/Wash Post","3/3 - 3/6","1000 A",35,51,"-16",2016-03-03,"Cruz",-18.6046511627907,-16
"235","GallupGallup","2/26 - 3/3","A",29,50,"-21",2016-02-26,"Cruz",-26.5822784810127,-21
"245","CNN/ORCCNN/ORC","2/24 - 2/27","920 RV",36,48,"-12",2016-02-24,"Cruz",-14.2857142857143,-12
"255","The Economist/YouGovThe Economist/YouGov","2/24 - 2/27","2000 A",30,54,"-24",2016-02-24,"Cruz",-28.5714285714286,-24
"265","NBC News/Wall St. JrnlNBC News/Wall St. Jrnl","2/14 - 2/16","800 RV",28,43,"-15",2016-02-14,"Cruz",-21.1267605633803,-15
"275","Associated Press-GfKAssociated Press-GfK","2/11 - 2/15","1033 A",28,46,"-18",2016-02-11,"Cruz",-24.3243243243243,-18
"285","QuinnipiacQuinnipiac","2/10 - 2/15","1342 RV",36,45,"-9",2016-02-10,"Cruz",-11.1111111111111,-9
"295","PPP (D)PPP (D)","2/2 - 2/3","1236 RV",33,51,"-18",2016-02-02,"Cruz",-21.4285714285714,-18
"305","The Economist/YouGovThe Economist/YouGov","2/11 - 2/15","2000 A",36,47,"-11",2016-02-11,"Cruz",-13.2530120481928,-11
"319","The Economist/YouGovThe Economist/YouGov","1/27 - 1/30","2000 A",37,44,"-7",2016-01-27,"Cruz",-8.64197530864197,-7
"325","ABC News/Wash PostABC News/Wash Post","1/6 - 1/10","1000 A",42,43,"-1",2016-01-06,"Cruz",-1.17647058823529,-1
"335","The Economist/YouGovThe Economist/YouGov","12/30 - 1/6","2000 A",38,39,"-1",2015-12-31,"Cruz",-1.2987012987013,-1
"345","The Economist/YouGovThe Economist/YouGov","12/18 - 12/21","2000 A",35,44,"-9",2015-12-19,"Cruz",-11.3924050632911,-9
"355","QuinnipiacQuinnipiac","12/16 - 12/20","1140 RV",35,33,"+2",2015-12-17,"Cruz",2.94117647058824,2
"365","PPP (D)PPP (D)","12/16 - 12/17","1267 RV",34,48,"-14",2015-12-17,"Cruz",-17.0731707317073,-14
"375","The Economist/YouGovThe Economist/YouGov","12/4 - 12/9","2000 A",34,41,"-7",2015-12-05,"Cruz",-9.33333333333333,-7
"385","Associated Press-GfKAssociated Press-GfK","12/3 - 12/7","1007 A",24,37,"-13",2015-12-04,"Cruz",-21.3114754098361,-13
"395","QuinnipiacQuinnipiac","11/23 - 11/30","1473 RV",33,33,"Tie",2015-11-24,"Cruz",0,0
"405","The Economist/YouGovThe Economist/YouGov","11/19 - 11/23","2000 A",34,43,"-9",2015-11-20,"Cruz",-11.6883116883117,-9
"419","The Economist/YouGovThe Economist/YouGov","11/5 - 11/9","2000 A",33,41,"-8",2015-11-06,"Cruz",-10.8108108108108,-8
"425","ABC News/Wash PostABC News/Wash Post","11/4 - 11/8","1023 A",34,44,"-10",2015-11-05,"Cruz",-12.8205128205128,-10
"435","The Economist/YouGovThe Economist/YouGov","10/23 - 10/27","2000 A",29,44,"-15",2015-10-24,"Cruz",-20.5479452054795,-15
"445","Associated Press-GfKAssociated Press-GfK","10/15 - 10/19","1027 A",17,39,"-22",2015-10-16,"Cruz",-39.2857142857143,-22
"455","MonmouthMonmouth","10/15 - 10/18","836 RV",29,36,"-7",2015-10-16,"Cruz",-10.7692307692308,-7
"465","The Economist/YouGovThe Economist/YouGov","10/8 - 10/12","2000 A",30,45,"-15",2015-10-09,"Cruz",-20,-15
"475","FOX NewsFOX News","9/20 - 9/22","1013 RV",29,42,"-13",2015-09-21,"Cruz",-18.3098591549296,-13
"485","QuinnipiacQuinnipiac","9/17 - 9/21","1574 RV",29,39,"-10",2015-09-18,"Cruz",-14.7058823529412,-10
"495","The Economist/YouGovThe Economist/YouGov","9/11 - 9/15","2000 A",32,42,"-10",2015-09-12,"Cruz",-13.5135135135135,-10
"505","The Economist/YouGovThe Economist/YouGov","8/28 - 9/1","2000 A",32,40,"-8",2015-08-29,"Cruz",-11.1111111111111,-8
"519","The Economist/YouGovThe Economist/YouGov","8/14 - 8/18","2000 A",33,42,"-9",2015-08-15,"Cruz",-12,-9
"525","The Economist/YouGovThe Economist/YouGov","7/18 - 7/20","1000 A",33,38,"-5",2015-07-19,"Cruz",-7.04225352112676,-5
"535","Associated Press-GfKAssociated Press-GfK","7/9 - 7/13","1004 A",20,33,"-13",2015-07-10,"Cruz",-24.5283018867925,-13
"545","The Economist/YouGovThe Economist/YouGov","7/4 - 7/6","1000  A",36,39,"-3",2015-07-05,"Cruz",-4,-3
"555","The Economist/YouGovThe Economist/YouGov","6/27 - 6/29","1000 A",34,40,"-6",2015-06-28,"Cruz",-8.10810810810811,-6
"565","The Economist/YouGovThe Economist/YouGov","6/20 - 6/22","1000 A",29,45,"-16",2015-06-21,"Cruz",-21.6216216216216,-16
"575","MonmouthMonmouth","6/11 - 6/14","829 RV",25,34,"-9",2015-06-12,"Cruz",-15.2542372881356,-9
"585","The Economist/YouGovThe Economist/YouGov","6/13 - 6/15","1000 A",32,41,"-9",2015-06-14,"Cruz",-12.3287671232877,-9
"595","The Economist/YouGovThe Economist/YouGov","6/6 - 6/8","1000 A",31,42,"-11",2015-06-07,"Cruz",-15.0684931506849,-11
"605","The Economist/YouGovThe Economist/YouGov","5/30 - 6/1","1000 A",32,38,"-6",2015-05-31,"Cruz",-8.57142857142857,-6
"619","The Economist/YouGovThe Economist/YouGov","5/23 - 5/25","1000 A",32,41,"-9",2015-05-24,"Cruz",-12.3287671232877,-9
"625","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",28,37,"-9",2015-05-20,"Cruz",-13.8461538461538,-9
"635","The Economist/YouGovThe Economist/YouGov","5/16 - 5/18","1000 A",33,40,"-7",2015-05-17,"Cruz",-9.58904109589041,-7
"645","Pew ResearchPew Research","5/12 - 5/18","2002 A",28,41,"-13",2015-05-13,"Cruz",-18.8405797101449,-13
"654","FOX NewsFOX News","5/9 - 5/12","1006 RV",27,35,"-8",2015-05-10,"Cruz",-12.9032258064516,-8
"664","PPP (D)PPP (D)","5/7 - 5/10","685 RV",51,25,"+26",2015-05-08,"Cruz",34.2105263157895,26
"674","The Economist/YouGovThe Economist/YouGov","4/25 - 4/27","1000 A",33,39,"-6",2015-04-26,"Cruz",-8.33333333333333,-6
"684","Associated Press/GfKAssociated Press/GfK","4/23 - 4/27","1077 A",18,32,"-14",2015-04-24,"Cruz",-28,-14
"694","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",34,42,"-8",2015-04-19,"Cruz",-10.5263157894737,-8
"704","QuinnipiacQuinnipiac","4/16 - 4/21","1353 RV",25,30,"-5",2015-04-17,"Cruz",-9.09090909090909,-5
"717","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",32,41,"-9",2015-04-12,"Cruz",-12.3287671232877,-9
"723","BloombergBloomberg","4/6 - 4/8","1008 A",30,35,"-5",2015-04-07,"Cruz",-7.69230769230769,-5
"733","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",36,40,"-4",2015-04-05,"Cruz",-5.26315789473684,-4
"743","FOX NewsFOX News","3/29 - 3/31","1025 RV",29,35,"-6",2015-03-30,"Cruz",-9.375,-6
"752","PPP (D)PPP (D)","3/26 - 3/31","989 RV",31,47,"-16",2015-03-27,"Cruz",-20.5128205128205,-16
"762","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",34,44,"-10",2015-03-29,"Cruz",-12.8205128205128,-10
"772","ABC News/Wash PostABC News/Wash Post","3/26 - 3/29","RV",25,45,"-20",2015-03-27,"Cruz",-28.5714285714286,-20
"782","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",31,35,"-4",2015-03-22,"Cruz",-6.06060606060606,-4
"792","Rasmussen ReportsRasmussen Reports","3/24 - 3/25","1000 LV",36,41,"-5",2015-03-25,"Cruz",-6.49350649350649,-5
"802","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",33,36,"-3",2015-03-15,"Cruz",-4.34782608695652,-3
"816","GallupGallup","3/2 - 3/4","1522 A",22,28,"-6",2015-03-03,"Cruz",-12,-6
"822","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",31,36,"-5",2015-02-28,"Cruz",-7.46268656716418,-5
"832","QuinnipiacQuinnipiac","2/26 - 3/2","1286 RV",23,29,"-6",2015-02-26,"Cruz",-11.5384615384615,-6
"842","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",29,34,"-5",2015-02-21,"Cruz",-7.93650793650794,-5
"852","PPP (D)PPP (D)","2/20 - 2/22","691 RV",26,38,"-12",2015-02-20,"Cruz",-18.75,-12
"862","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",30,35,"-5",2015-02-14,"Cruz",-7.69230769230769,-5
"872","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",31,32,"-1",2015-02-07,"Cruz",-1.58730158730159,-1
"882","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",28,40,"-12",2015-01-31,"Cruz",-17.6470588235294,-12
"892","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",30,38,"-8",2015-01-24,"Cruz",-11.7647058823529,-8
"901","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",29,38,"-9",2015-01-17,"Cruz",-13.4328358208955,-9
"913","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",32,41,"-9",2015-01-10,"Cruz",-12.3287671232877,-9
"922","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",27,39,"-12",2015-01-03,"Cruz",-18.1818181818182,-12
"932","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",29,43,"-14",2014-12-28,"Cruz",-19.4444444444444,-14
"220","CBS NewsCBS News","7/22 - 7/24","1363 A",34,53,"-19",2016-07-22,"Trump",-21.8390804597701,-19
"320","CNN/ORCCNN/ORC","7/22 - 7/24","882 RV",46,51,"-5",2016-07-22,"Trump",-5.15463917525773,-5
"420","Economist/YouGovEconomist/YouGov","7/23 - 7/24","1300 A",35,61,"-26",2016-07-23,"Trump",-27.0833333333333,-26
"520","GallupGallup","7/16 - 7/23","3545 A",36,59,"-23",2016-07-16,"Trump",-24.2105263157895,-23
"620","Reuters/IpsosReuters/Ipsos","7/16 - 7/20","1522 A",43,57,"-14",2016-07-16,"Trump",-14,-14
"718","Economist/YouGovEconomist/YouGov","7/15 - 7/17","1300 A",37,59,"-22",2016-07-15,"Trump",-22.9166666666667,-22
"817","MonmouthMonmouth","7/14 - 7/16","688 LV",33,54,"-21",2016-07-14,"Trump",-24.1379310344828,-21
"914","CNN/ORCCNN/ORC","7/13 - 7/16","872 RV",39,59,"-20",2016-07-13,"Trump",-20.4081632653061,-20
"1013","ABC News/Wash PostABC News/Wash Post","7/11 - 7/14","816 RV",34,62,"-28",2016-07-11,"Trump",-29.1666666666667,-28
"1113","NBC News/Wall St. JrnlNBC News/Wall St. Jrnl","7/9 - 7/13","1000 RV",27,60,"-33",2016-07-09,"Trump",-37.9310344827586,-33
"1213","CBS News/NY TimesCBS News/NY Times","7/8 - 7/12","1358 RV",30,54,"-24",2016-07-08,"Trump",-28.5714285714286,-24
"1313","Economist/YouGovEconomist/YouGov","7/9 - 7/11","1300 A",33,64,"-31",2016-07-09,"Trump",-31.9587628865979,-31
"1410","Associated Press-GfKAssociated Press-GfK","7/7 - 7/11","1009 A",31,63,"-32",2016-07-07,"Trump",-34.0425531914894,-32
"156","McClatchy/MaristMcClatchy/Marist","7/5 - 7/9","1053 RV",32,63,"-31",2016-07-05,"Trump",-32.6315789473684,-31
"166","Reuters/IpsosReuters/Ipsos","7/2 - 7/6","1543 A",41,59,"-18",2016-07-02,"Trump",-18,-18
"176","Economist/YouGovEconomist/YouGov","7/2 - 7/4","1300 A",32,65,"-33",2016-07-02,"Trump",-34.020618556701,-33
"186","USA Today/SuffolkUSA Today/Suffolk","6/26 - 6/29","1000 LV",31,60,"-29",2016-06-26,"Trump",-31.8681318681319,-29
"196","PPP (D)PPP (D)","6/27 - 6/28","947 RV",35,58,"-23",2016-06-27,"Trump",-24.7311827956989,-23
"206","Reuters/IpsosReuters/Ipsos","6/25 - 6/29","1543 A",39,61,"-22",2016-06-25,"Trump",-22,-22
"2110","IBD/TIPPIBD/TIPP","6/24 - 6/29","837 RV",36,62,"-26",2016-06-24,"Trump",-26.530612244898,-26
"226","Economist/YouGovEconomist/YouGov","6/24 - 6/27","1288 RV",33,66,"-33",2016-06-24,"Trump",-33.3333333333333,-33
"236","QuinnipiacQuinnipiac","6/21 - 6/27","1610 RV",34,57,"-23",2016-06-21,"Trump",-25.2747252747253,-23
"246","NBC News/Wall St. JrnlNBC News/Wall St. Jrnl","6/19 - 6/23","1000 RV",29,60,"-31",2016-06-19,"Trump",-34.8314606741573,-31
"256","Reuters/IpsosReuters/Ipsos","6/18 - 6/22","1585 A",42,58,"-16",2016-06-18,"Trump",-16,-16
"266","Economist/YouGovEconomist/YouGov","6/18 - 6/20","1293 A",35,61,"-26",2016-06-18,"Trump",-27.0833333333333,-26
"276","CNN/ORCCNN/ORC","6/16 - 6/19","891 RV",40,59,"-19",2016-06-16,"Trump",-19.1919191919192,-19
"286","MonmouthMonmouth","6/15 - 6/19","803 RV",28,57,"-29",2016-06-15,"Trump",-34.1176470588235,-29
"296","GallupGallup","6/13 - 6/19","3560 A",31,64,"-33",2016-06-13,"Trump",-34.7368421052632,-33
"306","Reuters/IpsosReuters/Ipsos","6/11 - 6/15","1323 RV",41,59,"-18",2016-06-11,"Trump",-18,-18
"3110","Rasmussen ReportsRasmussen Reports","6/12 - 6/13","1000 LV",37,61,"-24",2016-06-12,"Trump",-24.4897959183673,-24
"326","BloombergBloomberg","6/10 - 6/13","1000 A",31,66,"-35",2016-06-10,"Trump",-36.0824742268041,-35
"336","CBS NewsCBS News","6/9 - 6/13","1048 RV",26,58,"-32",2016-06-09,"Trump",-38.0952380952381,-32
"346","ABC News/Wash PostABC News/Wash Post","6/8 - 6/12","RV",31,69,"-38",2016-06-08,"Trump",-38,-38
"356","FOX NewsFOX News","6/5 - 6/8","1004 RV",40,58,"-18",2016-06-05,"Trump",-18.3673469387755,-18
"366","Economist/YouGovEconomist/YouGov","6/2 - 6/5","2000 A",36,61,"-25",2016-06-02,"Trump",-25.7731958762887,-25
"376","IBD/TIPPIBD/TIPP","5/31 - 6/5","908 A",35,63,"-28",2016-05-31,"Trump",-28.5714285714286,-28
"386","QuinnipiacQuinnipiac","5/24 - 5/30","1561 RV",34,59,"-25",2016-05-24,"Trump",-26.8817204301075,-25
"396","Economist/YouGovEconomist/YouGov","5/20 - 5/23","2000 RV",36,61,"-25",2016-05-20,"Trump",-25.7731958762887,-25
"406","ABC News/Wash PostABC News/Wash Post","5/16 - 5/19","829 RV",40,57,"-17",2016-05-16,"Trump",-17.5257731958763,-17
"4110","NBC News/Wall St. JrnlNBC News/Wall St. Jrnl","5/15 - 5/19","1000 RV",29,58,"-29",2016-05-15,"Trump",-33.3333333333333,-29
"426","FOX NewsFOX News","5/14 - 5/17","1021 RV",41,56,"-15",2016-05-14,"Trump",-15.4639175257732,-15
"436","CBS News/NY TimesCBS News/NY Times","5/13 - 5/17","1109 RV",26,55,"-29",2016-05-13,"Trump",-35.8024691358025,-29
"446","GallupGallup","5/1 - 5/22","10598 A",33,60,"-27",2016-05-01,"Trump",-29.0322580645161,-27
"456","PPP (D)PPP (D)","5/6 - 5/9","1222 RV",34,61,"-27",2016-05-06,"Trump",-28.4210526315789,-27
"466","Economist/YouGovEconomist/YouGov","5/6 - 5/8","2000 A",35,61,"-26",2016-05-06,"Trump",-27.0833333333333,-26
"476","CNN/ORCCNN/ORC","4/28 - 5/1","1001 A",39,57,"-18",2016-04-28,"Trump",-18.75,-18
"486","IBD/TIPPIBD/TIPP","4/22 - 4/28","903 A",36,62,"-26",2016-04-22,"Trump",-26.530612244898,-26
"496","The Economist/YouGovThe Economist/YouGov","4/22 - 4/26","2000 A",33,63,"-30",2016-04-22,"Trump",-31.25,-30
"506","USA Today/SuffolkUSA Today/Suffolk","4/20 - 4/24","1000 LV",28,61,"-33",2016-04-20,"Trump",-37.0786516853933,-33
"5110","GWU/BattlegroundGWU/Battleground","4/17 - 4/20","1000 LV",32,65,"-33",2016-04-17,"Trump",-34.020618556701,-33
"526","NBC News/Wall St. JrnlNBC News/Wall St. Jrnl","4/10 - 4/14","1000 RV",24,65,"-41",2016-04-10,"Trump",-46.0674157303371,-41
"536","CBS NewsCBS News","4/8 - 4/12","1098 RV",25,63,"-38",2016-04-08,"Trump",-43.1818181818182,-38
"546","The Economist/YouGovThe Economist/YouGov","4/8 - 4/11","2000 A",34,63,"-29",2016-04-08,"Trump",-29.8969072164948,-29
"556","ABC News/Wash PostABC News/Wash Post","4/6 - 4/10","1010 A",31,67,"-36",2016-04-06,"Trump",-36.734693877551,-36
"566","Associated Press-GfKAssociated Press-GfK","3/31 - 4/4","1076 A",26,69,"-43",2016-03-31,"Trump",-45.2631578947368,-43
"576","The Atlantic/PRRIThe Atlantic/PRRI","3/30 - 4/3","2033 A",24,70,"-46",2016-03-30,"Trump",-48.936170212766,-46
"586","The Economist/YouGovThe Economist/YouGov","3/26 - 3/29","2000 A",35,62,"-27",2016-03-26,"Trump",-27.8350515463918,-27
"596","PPP (D)PPP (D)","3/24 - 3/26","1083 RV",29,63,"-34",2016-03-24,"Trump",-36.9565217391304,-34
"606","FOX NewsFOX News","3/20 - 3/22","1016 RV",31,65,"-34",2016-03-20,"Trump",-35.4166666666667,-34
"6110","BloombergBloomberg","3/19 - 3/22","1000 A",29,68,"-39",2016-03-19,"Trump",-40.2061855670103,-39
"626","QuinnipiacQuinnipiac","3/16 - 3/21","1451 RV",33,61,"-28",2016-03-16,"Trump",-29.7872340425532,-28
"636","CBS News/NY TimesCBS News/NY Times","3/17 - 3/20","1252 A",24,57,"-33",2016-03-17,"Trump",-40.7407407407407,-33
"646","CNN/ORCCNN/ORC","3/17 - 3/20","1001 A",31,67,"-36",2016-03-17,"Trump",-36.734693877551,-36
"655","MonmouthMonmouth","3/17 - 3/20","848 RV",30,60,"-30",2016-03-17,"Trump",-33.3333333333333,-30
"665","The Economist/YouGovThe Economist/YouGov","3/10 - 3/12","2000 A",36,61,"-25",2016-03-10,"Trump",-25.7731958762887,-25
"675","ABC News/Wash PostABC News/Wash Post","3/3 - 3/6","1000 A",30,67,"-37",2016-03-03,"Trump",-38.1443298969072,-37
"685","GallupGallup","2/26 - 3/3","A",30,63,"-33",2016-02-26,"Trump",-35.4838709677419,-33
"695","CNN/ORCCNN/ORC","2/24 - 2/27","920 RV",37,60,"-23",2016-02-24,"Trump",-23.7113402061856,-23
"705","The Economist/YouGovThe Economist/YouGov","2/24 - 2/27","2000 A",36,59,"-23",2016-02-24,"Trump",-24.2105263157895,-23
"719","NBC News/Wall St. JrnlNBC News/Wall St. Jrnl","2/14 - 2/16","800 RV",28,59,"-31",2016-02-14,"Trump",-35.632183908046,-31
"724","Associated Press-GfKAssociated Press-GfK","2/11 - 2/15","1033 A",32,58,"-26",2016-02-11,"Trump",-28.8888888888889,-26
"734","QuinnipiacQuinnipiac","2/10 - 2/15","1342 RV",37,57,"-20",2016-02-10,"Trump",-21.2765957446809,-20
"744","PPP (D)PPP (D)","2/2 - 2/3","1236 RV",30,63,"-33",2016-02-02,"Trump",-35.4838709677419,-33
"753","The Economist/YouGovThe Economist/YouGov","2/11 - 2/15","2000 A",38,57,"-19",2016-02-11,"Trump",-20,-19
"763","The Economist/YouGovThe Economist/YouGov","1/27 - 1/30","2000 A",36,58,"-22",2016-01-27,"Trump",-23.4042553191489,-22
"773","ABC News/Wash PostABC News/Wash Post","1/6 - 1/10","1000 A",35,62,"-27",2016-01-06,"Trump",-27.8350515463918,-27
"783","The Economist/YouGovThe Economist/YouGov","12/30 - 1/6","2000 A",39,54,"-15",2015-12-31,"Trump",-16.1290322580645,-15
"793","The Economist/YouGovThe Economist/YouGov","12/18 - 12/21","2000 A",38,56,"-18",2015-12-19,"Trump",-19.1489361702128,-18
"803","QuinnipiacQuinnipiac","12/16 - 12/20","1140 RV",33,59,"-26",2015-12-17,"Trump",-28.2608695652174,-26
"818","PPP (D)PPP (D)","12/16 - 12/17","1267 RV",35,56,"-21",2015-12-17,"Trump",-23.0769230769231,-21
"823","The Economist/YouGovThe Economist/YouGov","12/4 - 12/9","2000 A",39,55,"-16",2015-12-05,"Trump",-17.0212765957447,-16
"833","Associated Press-GfKAssociated Press-GfK","12/3 - 12/7","1007 A",30,58,"-28",2015-12-04,"Trump",-31.8181818181818,-28
"843","QuinnipiacQuinnipiac","11/23 - 11/30","1473 RV",35,57,"-22",2015-11-24,"Trump",-23.9130434782609,-22
"853","The Economist/YouGovThe Economist/YouGov","11/19 - 11/23","2000 A",38,55,"-17",2015-11-20,"Trump",-18.2795698924731,-17
"863","The Economist/YouGovThe Economist/YouGov","11/5 - 11/9","2000 A",38,54,"-16",2015-11-06,"Trump",-17.3913043478261,-16
"873","ABC News/Wash PostABC News/Wash Post","11/4 - 11/8","1023 A",38,59,"-21",2015-11-05,"Trump",-21.6494845360825,-21
"883","The Economist/YouGovThe Economist/YouGov","10/23 - 10/27","2000 A",37,56,"-19",2015-10-24,"Trump",-20.4301075268817,-19
"893","Associated Press-GfKAssociated Press-GfK","10/15 - 10/19","1027 A",31,57,"-26",2015-10-16,"Trump",-29.5454545454545,-26
"902","MonmouthMonmouth","10/15 - 10/18","836 RV",32,50,"-18",2015-10-16,"Trump",-21.9512195121951,-18
"915","The Economist/YouGovThe Economist/YouGov","10/8 - 10/12","2000 A",38,55,"-17",2015-10-09,"Trump",-18.2795698924731,-17
"923","ABC News/Wash PostABC News/Wash Post","9/23 - 9/27","1000 A",35,60,"-25",2015-09-24,"Trump",-26.3157894736842,-25
"933","FOX NewsFOX News","9/20 - 9/22","1013 RV",34,59,"-25",2015-09-21,"Trump",-26.8817204301075,-25
"941","BloombergBloomberg","9/18 - 9/21","1001 A",31,61,"-30",2015-09-19,"Trump",-32.6086956521739,-30
"951","QuinnipiacQuinnipiac","9/17 - 9/21","1574 RV",36,57,"-21",2015-09-18,"Trump",-22.5806451612903,-21
"961","The Economist/YouGovThe Economist/YouGov","9/11 - 9/15","2000 A",39,53,"-14",2015-09-12,"Trump",-15.2173913043478,-14
"971","The Economist/YouGovThe Economist/YouGov","8/28 - 9/1","2000 A",39,54,"-15",2015-08-29,"Trump",-16.1290322580645,-15
"981","ABC News/Wash PostABC News/Wash Post","8/26 - 8/30","1005 A",37,59,"-22",2015-08-27,"Trump",-22.9166666666667,-22
"991","The Economist/YouGovThe Economist/YouGov","8/14 - 8/18","2000 A",38,54,"-16",2015-08-15,"Trump",-17.3913043478261,-16
